Date;26 - Average preset time deposits rate (CDB/RDB) - Financial institutions - % p.d.
09/08/2004;0.0596
10/08/2004;0.0601
11/08/2004;0.0584
12/08/2004;0.0608
13/08/2004;0.0590
16/08/2004;0.0584
17/08/2004;0.0602
18/08/2004;0.0585
19/08/2004;0.0595
20/08/2004;0.0598
23/08/2004;0.0586
24/08/2004;0.0600
25/08/2004;0.0589
26/08/2004;0.0589
27/08/2004;0.0598
30/08/2004;0.0587
31/08/2004;0.0618
01/09/2004;0.0597
02/09/2004;0.0625
03/09/2004;0.0588
06/09/2004;0.0586
08/09/2004;0.0603
09/09/2004;0.0601
10/09/2004;0.0606
13/09/2004;0.0610
14/09/2004;0.0604
15/09/2004;0.0610
16/09/2004;0.0608
17/09/2004;0.0595
20/09/2004;0.0594
21/09/2004;0.0626
22/09/2004;0.0611
23/09/2004;0.0605
24/09/2004;0.0607
27/09/2004;0.0602
28/09/2004;0.0619
29/09/2004;0.0602
30/09/2004;0.0615
01/10/2004;0.0600
04/10/2004;0.0599
05/10/2004;0.0626
06/10/2004;0.0600
07/10/2004;0.0594
08/10/2004;0.0613
11/10/2004;0.0597
13/10/2004;0.0624
14/10/2004;0.0614
15/10/2004;0.0629
18/10/2004;0.0604
19/10/2004;0.0608
20/10/2004;0.0611
21/10/2004;0.0619
22/10/2004;0.0631
25/10/2004;0.0626
26/10/2004;0.0617
27/10/2004;0.0630
28/10/2004;0.0614
29/10/2004;0.0627
01/11/2004;0.0617
03/11/2004;0.0605
04/11/2004;0.0630
05/11/2004;0.0629
08/11/2004;0.0622
09/11/2004;0.0639
10/11/2004;0.0628
11/11/2004;0.0628
12/11/2004;0.0638
16/11/2004;0.0623
17/11/2004;0.0622
18/11/2004;0.0638
19/11/2004;0.0640
22/11/2004;0.0631
23/11/2004;0.0678
24/11/2004;0.0577
25/11/2004;0.0651
26/11/2004;0.0630
29/11/2004;0.0629
30/11/2004;0.0618
01/12/2004;0.0638
02/12/2004;0.0651
03/12/2004;0.0651
06/12/2004;0.0640
07/12/2004;0.0618
08/12/2004;0.0636
09/12/2004;0.0639
10/12/2004;0.0656
13/12/2004;0.0636
14/12/2004;0.0601
15/12/2004;0.0475
16/12/2004;0.0630
17/12/2004;0.0642
20/12/2004;0.0647
21/12/2004;0.0647
22/12/2004;0.0650
23/12/2004;0.0672
24/12/2004;0.0648
27/12/2004;0.0607
28/12/2004;0.0654
29/12/2004;0.0635
30/12/2004;0.0649
31/12/2004;0.0649
03/01/2005;0.0649
04/01/2005;0.0650
05/01/2005;0.0592
06/01/2005;0.0684
07/01/2005;0.0663
10/01/2005;0.0660
11/01/2005;0.0641
12/01/2005;0.0656
13/01/2005;0.0660
14/01/2005;0.0671
17/01/2005;0.0653
18/01/2005;0.0628
19/01/2005;0.0650
20/01/2005;0.0648
21/01/2005;0.0667
24/01/2005;0.0667
25/01/2005;0.0664
26/01/2005;0.0645
27/01/2005;0.0656
28/01/2005;0.0675
31/01/2005;0.0605
01/02/2005;0.0680
02/02/2005;0.0676
03/02/2005;0.0632
04/02/2005;0.0655
09/02/2005;0.0666
10/02/2005;0.0663
11/02/2005;0.0680
14/02/2005;0.0677
15/02/2005;0.0670
16/02/2005;0.0663
17/02/2005;0.0683
18/02/2005;0.0582
21/02/2005;0.0681
22/02/2005;0.0574
23/02/2005;0.0675
24/02/2005;0.0726
25/02/2005;0.0663
28/02/2005;0.0681
01/03/2005;0.0677
02/03/2005;0.0663
03/03/2005;0.0702
04/03/2005;0.0684
07/03/2005;0.0684
08/03/2005;0.0658
09/03/2005;0.0683
10/03/2005;0.0633
11/03/2005;0.0669
14/03/2005;0.0682
15/03/2005;0.0690
16/03/2005;0.0680
17/03/2005;0.0702
18/03/2005;0.0705
21/03/2005;0.0695
22/03/2005;0.0705
23/03/2005;0.0683
24/03/2005;0.0685
28/03/2005;0.0708
29/03/2005;0.0699
30/03/2005;0.0689
31/03/2005;0.0705
01/04/2005;0.0728
04/04/2005;0.0696
05/04/2005;0.0698
06/04/2005;0.0695
07/04/2005;0.0719
08/04/2005;0.0698
11/04/2005;0.0690
12/04/2005;0.0696
13/04/2005;0.0700
14/04/2005;0.0684
15/04/2005;0.0685
18/04/2005;0.0698
19/04/2005;0.0695
20/04/2005;0.0698
22/04/2005;0.0703
25/04/2005;0.0707
26/04/2005;0.0707
27/04/2005;0.0673
28/04/2005;0.0749
29/04/2005;0.0711
02/05/2005;0.0700
03/05/2005;0.0705
04/05/2005;0.0693
05/05/2005;0.0726
06/05/2005;0.0731
09/05/2005;0.0737
10/05/2005;0.0703
11/05/2005;0.0704
12/05/2005;0.0703
13/05/2005;0.0718
16/05/2005;0.0707
17/05/2005;0.0691
18/05/2005;0.0675
19/05/2005;0.0705
20/05/2005;0.0714
23/05/2005;0.0713
24/05/2005;0.0697
25/05/2005;0.0712
27/05/2005;0.0688
30/05/2005;0.0719
31/05/2005;0.0662
01/06/2005;0.0743
02/06/2005;0.0725
03/06/2005;0.0715
06/06/2005;0.0711
07/06/2005;0.0692
08/06/2005;0.0691
09/06/2005;0.0729
10/06/2005;0.0720
13/06/2005;0.0738
14/06/2005;0.0707
15/06/2005;0.0715
16/06/2005;0.0729
17/06/2005;0.0719
20/06/2005;0.0652
21/06/2005;0.0681
22/06/2005;0.0709
23/06/2005;0.0686
24/06/2005;0.0711
27/06/2005;0.0710
28/06/2005;0.0712
29/06/2005;0.0696
30/06/2005;0.0734
01/07/2005;0.0713
04/07/2005;0.0737
05/07/2005;0.0649
06/07/2005;0.0696
07/07/2005;0.0707
08/07/2005;0.0713
11/07/2005;0.0718
12/07/2005;0.0709
13/07/2005;0.0723
14/07/2005;0.0722
15/07/2005;0.0735
18/07/2005;0.0715
19/07/2005;0.0697
20/07/2005;0.0708
21/07/2005;0.0700
22/07/2005;0.0711
25/07/2005;0.0692
26/07/2005;0.0676
27/07/2005;0.0707
28/07/2005;0.0709
29/07/2005;0.0708
01/08/2005;0.0705
02/08/2005;0.0611
03/08/2005;0.0708
04/08/2005;0.0702
05/08/2005;0.0701
08/08/2005;0.0730
09/08/2005;0.0674
10/08/2005;0.0720
11/08/2005;0.0719
12/08/2005;0.0728
15/08/2005;0.0726
16/08/2005;0.0705
17/08/2005;0.0692
18/08/2005;0.0708
19/08/2005;0.0726
22/08/2005;0.0709
23/08/2005;0.0684
24/08/2005;0.0719
25/08/2005;0.0715
26/08/2005;0.0716
29/08/2005;0.0698
30/08/2005;0.0664
31/08/2005;0.0707
01/09/2005;0.0687
02/09/2005;0.0714
05/09/2005;0.0715
06/09/2005;0.0690
08/09/2005;0.0681
09/09/2005;0.0696
12/09/2005;0.0704
13/09/2005;0.0685
14/09/2005;0.0689
15/09/2005;0.0708
16/09/2005;0.0716
19/09/2005;0.0691
20/09/2005;0.0688
21/09/2005;0.0702
22/09/2005;0.0708
23/09/2005;0.0711
26/09/2005;0.0695
27/09/2005;0.0672
28/09/2005;0.0699
29/09/2005;0.0713
30/09/2005;0.0707
03/10/2005;0.0705
04/10/2005;0.0680
05/10/2005;0.0711
06/10/2005;0.0670
07/10/2005;0.0694
10/10/2005;0.0649
11/10/2005;0.0656
13/10/2005;0.0681
14/10/2005;0.0702
17/10/2005;0.0677
18/10/2005;0.0692
19/10/2005;0.0676
20/10/2005;0.0637
21/10/2005;0.0648
24/10/2005;0.0683
25/10/2005;0.0661
26/10/2005;0.0659
27/10/2005;0.0609
28/10/2005;0.0688
31/10/2005;0.0682
01/11/2005;0.0691
03/11/2005;0.0692
04/11/2005;0.0666
07/11/2005;0.0677
08/11/2005;0.0674
09/11/2005;0.0667
10/11/2005;0.0631
11/11/2005;0.0638
14/11/2005;0.0666
16/11/2005;0.0671
17/11/2005;0.0671
18/11/2005;0.0671
21/11/2005;0.0671
22/11/2005;0.0670
23/11/2005;0.0647
24/11/2005;0.0600
25/11/2005;0.0639
28/11/2005;0.0662
29/11/2005;0.0663
30/11/2005;0.0644
01/12/2005;0.0637
02/12/2005;0.0675
05/12/2005;0.0666
06/12/2005;0.0646
07/12/2005;0.0654
08/12/2005;0.0666
09/12/2005;0.0661
12/12/2005;0.0652
13/12/2005;0.0635
14/12/2005;0.0646
15/12/2005;0.0650
16/12/2005;0.0657
19/12/2005;0.0643
20/12/2005;0.0652
21/12/2005;0.0641
22/12/2005;0.0629
23/12/2005;0.0644
26/12/2005;0.0640
27/12/2005;0.0617
28/12/2005;0.0634
29/12/2005;0.0637
30/12/2005;0.0637
02/01/2006;0.0644
03/01/2006;0.0618
04/01/2006;0.0642
05/01/2006;0.0622
06/01/2006;0.0630
09/01/2006;0.0636
10/01/2006;0.0629
11/01/2006;0.0643
12/01/2006;0.0622
13/01/2006;0.0637
16/01/2006;0.0634
17/01/2006;0.0632
18/01/2006;0.0614
19/01/2006;0.0619
20/01/2006;0.0617
23/01/2006;0.0611
24/01/2006;0.0626
25/01/2006;0.0618
26/01/2006;0.0620
27/01/2006;0.0620
30/01/2006;0.0594
31/01/2006;0.0623
01/02/2006;0.0617
02/02/2006;0.0608
03/02/2006;0.0631
06/02/2006;0.0621
07/02/2006;0.0616
08/02/2006;0.0622
09/02/2006;0.0617
10/02/2006;0.0621
13/02/2006;0.0617
14/02/2006;0.0616
15/02/2006;0.0608
16/02/2006;0.0626
17/02/2006;0.0603
20/02/2006;0.0607
21/02/2006;0.0603
22/02/2006;0.0611
23/02/2006;0.0599
24/02/2006;0.0616
01/03/2006;0.0605
02/03/2006;0.0596
03/03/2006;0.0593
06/03/2006;0.0604
07/03/2006;0.0597
08/03/2006;0.0591
09/03/2006;0.0602
10/03/2006;0.0612
13/03/2006;0.0593
14/03/2006;0.0596
15/03/2006;0.0587
16/03/2006;0.0586
17/03/2006;0.0607
20/03/2006;0.0598
21/03/2006;0.0586
22/03/2006;0.0566
23/03/2006;0.0606
24/03/2006;0.0604
27/03/2006;0.0586
28/03/2006;0.0594
29/03/2006;0.0587
30/03/2006;0.0604
31/03/2006;0.0590
03/04/2006;0.0593
04/04/2006;0.0579
05/04/2006;0.0599
06/04/2006;0.0576
07/04/2006;0.0587
10/04/2006;0.0587
11/04/2006;0.0563
12/04/2006;0.0583
13/04/2006;0.0579
17/04/2006;0.0576
18/04/2006;0.0507
19/04/2006;0.0569
20/04/2006;0.0567
24/04/2006;0.0577
25/04/2006;0.0564
26/04/2006;0.0559
27/04/2006;0.0578
28/04/2006;0.0571
02/05/2006;0.0569
03/05/2006;0.0565
04/05/2006;0.0574
05/05/2006;0.0560
08/05/2006;0.0568
09/05/2006;0.0507
10/05/2006;0.0574
11/05/2006;0.0557
12/05/2006;0.0566
15/05/2006;0.0571
16/05/2006;0.0551
17/05/2006;0.0569
18/05/2006;0.0555
19/05/2006;0.0576
22/05/2006;0.0560
23/05/2006;0.0571
24/05/2006;0.0547
25/05/2006;0.0565
26/05/2006;0.0563
29/05/2006;0.0563
30/05/2006;0.0565
31/05/2006;0.0565
01/06/2006;0.0557
02/06/2006;0.0540
05/06/2006;0.0565
06/06/2006;0.0559
07/06/2006;0.0559
08/06/2006;0.0522
09/06/2006;0.0539
12/06/2006;0.0558
13/06/2006;0.0562
14/06/2006;0.0565
16/06/2006;0.0548
19/06/2006;0.0558
20/06/2006;0.0554
21/06/2006;0.0565
22/06/2006;0.0553
23/06/2006;0.0554
26/06/2006;0.0555
27/06/2006;0.0544
28/06/2006;0.0550
29/06/2006;0.0565
30/06/2006;0.0528
03/07/2006;0.0547
04/07/2006;0.0549
05/07/2006;0.0533
06/07/2006;0.0545
07/07/2006;0.0553
10/07/2006;0.0541
11/07/2006;0.0531
12/07/2006;0.0527
13/07/2006;0.0551
14/07/2006;0.0551
17/07/2006;0.0545
18/07/2006;0.0535
19/07/2006;0.0543
20/07/2006;0.0548
21/07/2006;0.0556
24/07/2006;0.0534
25/07/2006;0.0537
26/07/2006;0.0538
27/07/2006;0.0521
28/07/2006;0.0553
31/07/2006;0.0538
01/08/2006;0.0532
02/08/2006;0.0543
03/08/2006;0.0533
04/08/2006;0.0552
07/08/2006;0.0535
08/08/2006;0.0520
09/08/2006;0.0514
10/08/2006;0.0527
11/08/2006;0.0534
14/08/2006;0.0534
15/08/2006;0.0546
16/08/2006;0.0528
17/08/2006;0.0550
18/08/2006;0.0535
21/08/2006;0.0522
22/08/2006;0.0533
23/08/2006;0.0534
24/08/2006;0.0539
25/08/2006;0.0522
28/08/2006;0.0528
29/08/2006;0.0530
30/08/2006;0.0521
31/08/2006;0.0531
01/09/2006;0.0529
04/09/2006;0.0520
05/09/2006;0.0522
06/09/2006;0.0508
08/09/2006;0.0408
11/09/2006;0.0534
12/09/2006;0.0464
13/09/2006;0.0524
14/09/2006;0.0483
15/09/2006;0.0526
18/09/2006;0.0502
19/09/2006;0.0517
20/09/2006;0.0510
21/09/2006;0.0497
22/09/2006;0.0522
25/09/2006;0.0512
26/09/2006;0.0512
27/09/2006;0.0522
28/09/2006;0.0511
29/09/2006;0.0513
02/10/2006;0.0503
03/10/2006;0.0506
04/10/2006;0.0523
05/10/2006;0.0514
06/10/2006;0.0518
09/10/2006;0.0510
10/10/2006;0.0521
11/10/2006;0.0496
13/10/2006;0.0510
16/10/2006;0.0490
17/10/2006;0.0483
18/10/2006;0.0483
19/10/2006;0.0501
20/10/2006;0.0484
23/10/2006;0.0478
24/10/2006;0.0468
25/10/2006;0.0511
26/10/2006;0.0494
27/10/2006;0.0500
30/10/2006;0.0500
31/10/2006;0.0474
01/11/2006;0.0491
03/11/2006;0.0448
06/11/2006;0.0499
07/11/2006;0.0476
08/11/2006;0.0497
09/11/2006;0.0499
10/11/2006;0.0505
13/11/2006;0.0495
14/11/2006;0.0497
16/11/2006;0.0497
17/11/2006;0.0503
20/11/2006;0.0443
21/11/2006;0.0501
22/11/2006;0.0494
23/11/2006;0.0499
24/11/2006;0.0490
27/11/2006;0.0493
28/11/2006;0.0472
29/11/2006;0.0489
30/11/2006;0.0482
01/12/2006;0.0476
04/12/2006;0.0492
05/12/2006;0.0505
06/12/2006;0.0488
07/12/2006;0.0475
08/12/2006;0.0491
11/12/2006;0.0489
12/12/2006;0.0480
13/12/2006;0.0488
14/12/2006;0.0473
15/12/2006;0.0482
18/12/2006;0.0471
19/12/2006;0.0482
20/12/2006;0.0487
21/12/2006;0.0481
22/12/2006;0.0455
26/12/2006;0.0474
27/12/2006;0.0481
28/12/2006;0.0481
29/12/2006;0.0000
02/01/2007;0.0478
03/01/2007;0.0483
04/01/2007;0.0484
05/01/2007;0.0474
08/01/2007;0.0470
09/01/2007;0.0476
10/01/2007;0.0436
11/01/2007;0.0469
12/01/2007;0.0481
15/01/2007;0.0484
16/01/2007;0.0477
17/01/2007;0.0494
18/01/2007;0.0474
19/01/2007;0.0463
22/01/2007;0.0475
23/01/2007;0.0450
24/01/2007;0.0477
25/01/2007;0.0469
26/01/2007;0.0445
29/01/2007;0.0469
30/01/2007;0.0465
31/01/2007;0.0474
01/02/2007;0.0470
02/02/2007;0.0446
05/02/2007;0.0472
06/02/2007;0.0479
07/02/2007;0.0468
08/02/2007;0.0474
09/02/2007;0.0477
12/02/2007;0.0483
13/02/2007;0.0480
14/02/2007;0.0486
15/02/2007;0.0446
16/02/2007;0.0469
21/02/2007;0.0471
22/02/2007;0.0467
23/02/2007;0.0485
26/02/2007;0.0470
27/02/2007;0.0459
28/02/2007;0.0468
01/03/2007;0.0432
02/03/2007;0.0456
05/03/2007;0.0469
06/03/2007;0.0468
07/03/2007;0.0471
08/03/2007;0.0456
09/03/2007;0.0460
12/03/2007;0.0469
13/03/2007;0.0456
14/03/2007;0.0470
15/03/2007;0.0462
16/03/2007;0.0438
19/03/2007;0.0463
20/03/2007;0.0467
21/03/2007;0.0465
22/03/2007;0.0472
23/03/2007;0.0476
26/03/2007;0.0464
27/03/2007;0.0467
28/03/2007;0.0474
29/03/2007;0.0469
30/03/2007;0.0455
02/04/2007;0.0466
03/04/2007;0.0438
04/04/2007;0.0458
05/04/2007;0.0470
09/04/2007;0.0463
10/04/2007;0.0438
11/04/2007;0.0468
12/04/2007;0.0458
13/04/2007;0.0465
16/04/2007;0.0418
17/04/2007;0.0464
18/04/2007;0.0460
19/04/2007;0.0459
20/04/2007;0.0427
23/04/2007;0.0461
24/04/2007;0.0459
25/04/2007;0.0450
26/04/2007;0.0458
27/04/2007;0.0462
30/04/2007;0.0455
02/05/2007;0.0455
03/05/2007;0.0464
04/05/2007;0.0457
07/05/2007;0.0457
08/05/2007;0.0442
09/05/2007;0.0457
10/05/2007;0.0463
11/05/2007;0.0457
14/05/2007;0.0457
15/05/2007;0.0442
16/05/2007;0.0441
17/05/2007;0.0431
18/05/2007;0.0449
21/05/2007;0.0452
22/05/2007;0.0445
23/05/2007;0.0453
24/05/2007;0.0440
25/05/2007;0.0458
28/05/2007;0.0454
29/05/2007;0.0446
30/05/2007;0.0438
31/05/2007;0.0448
01/06/2007;0.0441
04/06/2007;0.0447
05/06/2007;0.0415
06/06/2007;0.0445
08/06/2007;0.0437
11/06/2007;0.0441
12/06/2007;0.0431
13/06/2007;0.0304
14/06/2007;0.0413
15/06/2007;0.0349
18/06/2007;0.0445
19/06/2007;0.0411
20/06/2007;0.0417
21/06/2007;0.0446
22/06/2007;0.0435
25/06/2007;0.0430
26/06/2007;0.0382
27/06/2007;0.0412
28/06/2007;0.0429
29/06/2007;0.0420
02/07/2007;0.0420
03/07/2007;0.0391
04/07/2007;0.0444
05/07/2007;0.0386
06/07/2007;0.0434
09/07/2007;0.0434
10/07/2007;0.0413
11/07/2007;0.0390
12/07/2007;0.0408
13/07/2007;0.0429
16/07/2007;0.0416
17/07/2007;0.0279
18/07/2007;0.0429
19/07/2007;0.0419
20/07/2007;0.0416
23/07/2007;0.0416
24/07/2007;0.0386
25/07/2007;0.0430
26/07/2007;0.0419
27/07/2007;0.0401
30/07/2007;0.0423
31/07/2007;0.0421
01/08/2007;0.0435
02/08/2007;0.0435
03/08/2007;0.0433
06/08/2007;0.0428
07/08/2007;0.0405
08/08/2007;0.0416
09/08/2007;0.0422
10/08/2007;0.0423
13/08/2007;0.0428
14/08/2007;0.0382
15/08/2007;0.0421
16/08/2007;0.0430
17/08/2007;0.0424
20/08/2007;0.0429
21/08/2007;0.0424
22/08/2007;0.0377
23/08/2007;0.0358
24/08/2007;0.0381
27/08/2007;0.0422
28/08/2007;0.0436
29/08/2007;0.0415
30/08/2007;0.0000
31/08/2007;0.0420
03/09/2007;0.0436
04/09/2007;0.0406
05/09/2007;0.0395
06/09/2007;0.0419
10/09/2007;0.0428
11/09/2007;0.0426
12/09/2007;0.0434
13/09/2007;0.0425
14/09/2007;0.0396
17/09/2007;0.0396
18/09/2007;0.0382
19/09/2007;0.0415
20/09/2007;0.0414
21/09/2007;0.0408
24/09/2007;0.0421
25/09/2007;0.0428
26/09/2007;0.0372
27/09/2007;0.0439
28/09/2007;0.0414
01/10/2007;0.0419
02/10/2007;0.0413
03/10/2007;0.0363
04/10/2007;0.0423
05/10/2007;0.0416
08/10/2007;0.0403
09/10/2007;0.0429
10/10/2007;0.0419
11/10/2007;0.0416
15/10/2007;0.0418
16/10/2007;0.0414
17/10/2007;0.0419
18/10/2007;0.0429
19/10/2007;0.0354
22/10/2007;0.0408
23/10/2007;0.0422
24/10/2007;0.0414
25/10/2007;0.0433
26/10/2007;0.0396
29/10/2007;0.0412
30/10/2007;0.0432
31/10/2007;0.0432
01/11/2007;0.0429
05/11/2007;0.0414
06/11/2007;0.0393
07/11/2007;0.0398
08/11/2007;0.0430
09/11/2007;0.0422
12/11/2007;0.0417
13/11/2007;0.0404
14/11/2007;0.0412
16/11/2007;0.0418
19/11/2007;0.0421
20/11/2007;0.0416
21/11/2007;0.0293
22/11/2007;0.0428
23/11/2007;0.0391
26/11/2007;0.0426
27/11/2007;0.0401
28/11/2007;0.0424
29/11/2007;0.0440
30/11/2007;0.0437
03/12/2007;0.0425
04/12/2007;0.0409
05/12/2007;0.0368
06/12/2007;0.0435
07/12/2007;0.0445
10/12/2007;0.0422
11/12/2007;0.0405
12/12/2007;0.0410
13/12/2007;0.0375
14/12/2007;0.0414
17/12/2007;0.0426
18/12/2007;0.0398
19/12/2007;0.0430
20/12/2007;0.0434
21/12/2007;0.0433
24/12/2007;0.0000
26/12/2007;0.0427
27/12/2007;0.0422
28/12/2007;0.0368
31/12/2007;0.0000
02/01/2008;0.0424
03/01/2008;0.0424
04/01/2008;0.0426
07/01/2008;0.0425
08/01/2008;0.0385
09/01/2008;0.0420
10/01/2008;0.0420
11/01/2008;0.0431
14/01/2008;0.0433
15/01/2008;0.0433
16/01/2008;0.0428
17/01/2008;0.0421
18/01/2008;0.0411
21/01/2008;0.0369
22/01/2008;0.0427
23/01/2008;0.0440
24/01/2008;0.0262
25/01/2008;0.0421
28/01/2008;0.0397
29/01/2008;0.0433
30/01/2008;0.0417
31/01/2008;0.0422
01/02/2008;0.0434
06/02/2008;0.0411
07/02/2008;0.0416
08/02/2008;0.0408
11/02/2008;0.0389
12/02/2008;0.0374
13/02/2008;0.0420
14/02/2008;0.0416
15/02/2008;0.0381
18/02/2008;0.0420
19/02/2008;0.0434
20/02/2008;0.0389
21/02/2008;0.0413
22/02/2008;0.0412
25/02/2008;0.0413
26/02/2008;0.0406
27/02/2008;0.0431
28/02/2008;0.0434
29/02/2008;0.0403
03/03/2008;0.0386
04/03/2008;0.0390
05/03/2008;0.0432
06/03/2008;0.0432
07/03/2008;0.0382
10/03/2008;0.0427
11/03/2008;0.0406
12/03/2008;0.0418
13/03/2008;0.0347
14/03/2008;0.0430
17/03/2008;0.0398
18/03/2008;0.0433
19/03/2008;0.0431
20/03/2008;0.0420
24/03/2008;0.0391
25/03/2008;0.0426
26/03/2008;0.0405
27/03/2008;0.0444
28/03/2008;0.0392
31/03/2008;0.0423
01/04/2008;0.0438
02/04/2008;0.0445
03/04/2008;0.0431
04/04/2008;0.0388
07/04/2008;0.0428
08/04/2008;0.0431
09/04/2008;0.0446
10/04/2008;0.0454
11/04/2008;0.0446
14/04/2008;0.0444
15/04/2008;0.0424
16/04/2008;0.0449
17/04/2008;0.0440
18/04/2008;0.0443
22/04/2008;0.0447
23/04/2008;0.0361
24/04/2008;0.0444
25/04/2008;0.0458
28/04/2008;0.0475
29/04/2008;0.0441
30/04/2008;0.0460
02/05/2008;0.0458
05/05/2008;0.0438
06/05/2008;0.0369
07/05/2008;0.0394
08/05/2008;0.0465
09/05/2008;0.0459
12/05/2008;0.0444
13/05/2008;0.0374
14/05/2008;0.0473
15/05/2008;0.0464
16/05/2008;0.0406
19/05/2008;0.0423
20/05/2008;0.0443
21/05/2008;0.0497
23/05/2008;0.0462
26/05/2008;0.0481
27/05/2008;0.0439
28/05/2008;0.0480
29/05/2008;0.0469
30/05/2008;0.0466
02/06/2008;0.0467
03/06/2008;0.0455
04/06/2008;0.0457
05/06/2008;0.0400
06/06/2008;0.0450
09/06/2008;0.0437
10/06/2008;0.0433
11/06/2008;0.0470
12/06/2008;0.0481
13/06/2008;0.0475
16/06/2008;0.0426
17/06/2008;0.0349
18/06/2008;0.0414
19/06/2008;0.0498
20/06/2008;0.0440
23/06/2008;0.0510
24/06/2008;0.0466
25/06/2008;0.0480
26/06/2008;0.0480
27/06/2008;0.0505
30/06/2008;0.0464
01/07/2008;0.0426
02/07/2008;0.0467
03/07/2008;0.0529
04/07/2008;0.0549
07/07/2008;0.0465
08/07/2008;0.0493
09/07/2008;0.0460
10/07/2008;0.0467
11/07/2008;0.0493
14/07/2008;0.0467
15/07/2008;0.0343
16/07/2008;0.0432
17/07/2008;0.0513
18/07/2008;0.0473
21/07/2008;0.0391
22/07/2008;0.0468
23/07/2008;0.0487
24/07/2008;0.0506
25/07/2008;0.0478
28/07/2008;0.0478
29/07/2008;0.0482
30/07/2008;0.0477
31/07/2008;0.0456
01/08/2008;0.0421
04/08/2008;0.0579
05/08/2008;0.0470
06/08/2008;0.0510
07/08/2008;0.0516
08/08/2008;0.0000
11/08/2008;0.0434
12/08/2008;0.0436
13/08/2008;0.0476
14/08/2008;0.0502
15/08/2008;0.0560
18/08/2008;0.0499
19/08/2008;0.0496
20/08/2008;0.0505
21/08/2008;0.0518
22/08/2008;0.0516
25/08/2008;0.0476
26/08/2008;0.0526
27/08/2008;0.0416
28/08/2008;0.0000
29/08/2008;0.0495
01/09/2008;0.0508
02/09/2008;0.0506
03/09/2008;0.0508
04/09/2008;0.0522
05/09/2008;0.0514
08/09/2008;0.0518
09/09/2008;0.0422
10/09/2008;0.0406
11/09/2008;0.0456
12/09/2008;0.0478
15/09/2008;0.0516
16/09/2008;0.0534
17/09/2008;0.0501
18/09/2008;0.0542
19/09/2008;0.0514
22/09/2008;0.0467
23/09/2008;0.0504
24/09/2008;0.0484
25/09/2008;0.0496
26/09/2008;0.0532
29/09/2008;0.0504
30/09/2008;0.0504
01/10/2008;0.0535
02/10/2008;0.0537
03/10/2008;0.0527
06/10/2008;0.0497
07/10/2008;0.0512
08/10/2008;0.0417
09/10/2008;0.0550
10/10/2008;0.0515
13/10/2008;0.0434
14/10/2008;0.0558
15/10/2008;0.0548
16/10/2008;0.0555
17/10/2008;0.0548
